state_code,lga_code,name,code
KAN,KAN-ALB,TSANGAYA,KAN-ALB-10
KAN,KAN-ALB,GAGARAME,KAN-ALB-07
KAN,KAN-TAK,KACHAKO,KAN-TAK-06
KAN,KAN-TAK,DURBUNDE,KAN-TAK-02
KAN,KAN-TAK,FARURUWA,KAN-TAK-05
KAN,KAN-TAK,KARFI,KAN-TAK-07
KAN,KAN-TAK,BAGWARO,KAN-TAK-01
KAN,KAN-TAK,FAJEWA,KAN-TAK-03
KAN,KAN-TAK,FALALI,KAN-TAK-04
KAN,KAN-TAK,KUKA,KAN-TAK-08
KAN,KAN-TAK,ZUGA,KAN-TAK-10
KAN,KAN-TAK,TAKAI,KAN-TAK-09
KAN,KAN-SUM,GARFA,KAN-SUM-03
KAN,KAN-SUM,SUMAILA,KAN-SUM-11
KAN,KAN-SUM,RUMO,KAN-SUM-09
KAN,KAN-SUM,GALA,KAN-SUM-01
KAN,KAN-SUM,KANAWA,KAN-SUM-05
KAN,KAN-SUM,RIMI,KAN-SUM-08
KAN,KAN-SUM,MAGAMI,KAN-SUM-06
KAN,KAN-SUM,GEDIYA,KAN-SUM-04
KAN,KAN-SUM,GANI,KAN-SUM-02
KAN,KAN-SUM,SITTI,KAN-SUM-10
KAN,KAN-SUM,MASU,KAN-SUM-07
KAN,KAN-TUD,YARYASA,KAN-TUD-11
KAN,KAN-TUD,JANDUTSE,KAN-TUD-04
KAN,KAN-TUD,SHUWAKI,KAN-TUD-10
KAN,KAN-TUD,SABON GARI,KAN-TUD-08
KAN,KAN-TUD,TSOHON GARI,KAN-TUD-09
KAN,KAN-TUD,KAREFA,KAN-TUD-06
KAN,KAN-TUD,JITA,KAN-TUD-05
KAN,KAN-TUD,NATA'ALA,KAN-TUD-07
KAN,KAN-TUD,DALAWA,KAN-TUD-03
KAN,KAN-TUD,BURUM BURUM,KAN-TUD-02
KAN,KAN-TUD,BABURI,KAN-TUD-01
KAN,KAN-DOG,DOGON KAWO,KAN-DOG-02
KAN,KAN-DOG,FALGORE,KAN-DOG-04
KAN,KAN-DOG,TAGWAYE,KAN-DOG-08
KAN,KAN-DOG,DUGUWA,KAN-DOG-03
KAN,KAN-DOG,ZAINABI,KAN-DOG-10
KAN,KAN-DOG,RIRIWAI,KAN-DOG-07
KAN,KAN-DOG,UNGUWAR NATSOHUWA,KAN-DOG-09
KAN,KAN-DOG,RAGADA,KAN-DOG-06
KAN,KAN-DOG,DARIYA,KAN-DOG-01
KAN,KAN-DOG,MARAKU,KAN-DOG-05
KAD,KAD-BIR,KUYELO,KAD-BIR-05
KAD,KAD-BIR,TABANNI,KAD-BIR-08
KAD,KAD-BIR,KUTEMESI,KAD-BIR-10
KAD,KAD-BIR,DOGON DAWA,KAD-BIR-09
KAD,KAD-BIR,KAZAGE,KAD-BIR-06
KAD,KAD-BIR,MAGAJIN GARI III,KAD-BIR-03
KAD,KAD-BIR,GAYAM,KAD-BIR-04
KAD,KAD-BIR,MAGAJIN GARI II,KAD-BIR-02
KAD,KAD-BIR,MAGAJIN GARI I,KAD-BIR-01
KAD,KAD-BIR,KAKANGI,KAD-BIR-07
KAD,KAD-BIR,RANDAGI,KAD-BIR-11
KAD,KAD-GIW,IDASU,KAD-GIW-07
KAD,KAD-GIW,YAKAWADA,KAD-GIW-06
KAD,KAD-GIW,GANGARA,KAD-GIW-03
KAD,KAD-GIW,GIWA,KAD-GIW-01
KAD,KAD-GIW,KAKANGI,KAD-GIW-02
KAD,KAD-GIW,DANMAHAWAYI,KAD-GIW-05
KAD,KAD-GIW,SHIKA,KAD-GIW-04
KAD,KAD-GIW,PAN HAUYA,KAD-GIW-11
KAD,KAD-GIW,KADAGE,KAD-GIW-10
KAD,KAD-GIW,GALADIMAWA,KAD-GIW-09
KAD,KAD-GIW,KIDANDAN,KAD-GIW-08
KAD,KAD-SAB,BOMO,KAD-SAB-03
KAD,KAD-SAB,SAMARU,KAD-SAB-01
KAD,KAD-SAB,JAMA'A,KAD-SAB-02
KAD,KAD-SAB,BASAWA,KAD-SAB-04
KAD,KAD-SAB,HANWA,KAD-SAB-08
KAD,KAD-SAB,DOGARAWA,KAD-SAB-09
KAD,KAD-SAB,ZABI,KAD-SAB-11
KAD,KAD-SAB,MUCHIA,KAD-SAB-06
KAD,KAD-SAB,CHIKAJI,KAD-SAB-05
KAD,KAD-SAB,UNGUWAN GABAS,KAD-SAB-10
KAD,KAD-SAB,JUSHIN WAJE,KAD-SAB-07
KAD,KAD-KUD,KUDAN,KAD-KUD-01
KAD,KAD-KUD,DOKA,KAD-KUD-06
KAD,KAD-KUD,KAURAN WALI NORTH,KAD-KUD-09
KAD,KAD-KUD,KAURAN WALI SOUTH,KAD-KUD-10
KAD,KAD-KUD,LIKORO,KAD-KUD-07
KAD,KAD-KUD,TABAN SANI,KAD-KUD-08
KAD,KAD-KUD,ZABI,KAD-KUD-05
KAD,KAD-KUD,GARU,KAD-KUD-04
KAD,KAD-KUD,SABON GARI HUNKUYI,KAD-KUD-03
KAD,KAD-KUD,HUNKUYI,KAD-KUD-02
KAD,KAD-MAK,GAZARA,KAD-MAK-03
KAD,KAD-MAK,TUDUN WADA,KAD-MAK-02
KAD,KAD-MAK,MAKARFI,KAD-MAK-01
KAD,KAD-MAK,DANGUZIRI,KAD-MAK-04
KAD,KAD-MAK,GIMI,KAD-MAK-05
KAD,KAD-MAK,MEYERE,KAD-MAK-07
KAD,KAD-MAK,GWANKI,KAD-MAK-09
KAD,KAD-MAK,GUBUCHI,KAD-MAK-08
KAD,KAD-MAK,NASSARAWAN DOYA,KAD-MAK-06
KAD,KAD-MAK,DANDAMISA,KAD-MAK-10
KAD,KAD-IKA,RUMI,KAD-IKA-08
KAD,KAD-IKA,AUCHAN,KAD-IKA-07
KAD,KAD-IKA,KUYA,KAD-IKA-10
KAD,KAD-IKA,PAKI,KAD-IKA-09
KAD,KAD-IKA,SAULAWA,KAD-IKA-04
KAD,KAD-IKA,KURMIN KOGI,KAD-IKA-03
KAD,KAD-IKA,IKARA,KAD-IKA-01
KAD,KAD-IKA,JANFALAN,KAD-IKA-02
KAD,KAD-IKA,SAYASAYA,KAD-IKA-06
KAD,KAD-IKA,PALA,KAD-IKA-05
KAD,KAD-KUB,MAH,KAD-KUB-10
KAD,KAD-KUB,KARGI,KAD-KUB-09
KAD,KAD-KUB,HASKIYA,KAD-KUB-08
KAD,KAD-KUB,ANCHAU,KAD-KUB-07
KAD,KAD-KUB,DAMAU,KAD-KUB-05
KAD,KAD-KUB,KARREH,KAD-KUB-06
KAD,KAD-KUB,ZUNTU,KAD-KUB-04
KAD,KAD-KUB,DUTSEN WAI,KAD-KUB-02
KAD,KAD-KUB,KUBAU,KAD-KUB-01
KAD,KAD-KUB,ZABI,KAD-KUB-11
KAD,KAD-KUB,PAMBEGUA,KAD-KUB-03
KAD,KAD-SOB,RICHIFA,KAD-SOB-05
KAD,KAD-SOB,KWASSALLO,KAD-SOB-04
KAD,KAD-SOB,TURAWA,KAD-SOB-08
KAD,KAD-SOB,GIMBA,KAD-SOB-03
KAD,KAD-SOB,MAIGANA,KAD-SOB-01
KAD,KAD-SOB,KINKIBA,KAD-SOB-02
KAD,KAD-SOB,SOBA,KAD-SOB-09
KAD,KAD-SOB,DAN WATA,KAD-SOB-07
KAD,KAD-SOB,RAHAMA,KAD-SOB-11
KAD,KAD-SOB,GARUN GWANKI,KAD-SOB-10
KAD,KAD-SOB,GAMAGIRA,KAD-SOB-06
KAD,KAD-ZAR,DAMBO,KAD-ZAR-10
KAD,KAD-ZAR,WUCICIRI,KAD-ZAR-11
KAD,KAD-ZAR,GYALLESU,KAD-ZAR-07
KAD,KAD-ZAR,TUDUN WADA,KAD-ZAR-06
KAD,KAD-ZAR,KWARBAI A,KAD-ZAR-01
KAD,KAD-ZAR,KAURA,KAD-ZAR-05
KAD,KAD-ZAR,LIMANCIN-KONA,KAD-ZAR-04
KAD,KAD-ZAR,KWARBAI B,KAD-ZAR-02
KAD,KAD-ZAR,UNGUWAN JUMA,KAD-ZAR-03
KAD,KAD-ZAR,UNGUWAN FATIKA,KAD-ZAR-08
KAD,KAD-ZAR,TUKUR TUKUR,KAD-ZAR-09
KAD,KAD-ZAR,KUFENA,KAD-ZAR-13
KAD,KAD-ZAR,DUTSEN ABBA,KAD-ZAR-12
KAD,KAD-IGA,KERAWA,KAD-IGA-09
KAD,KAD-IGA,ZANGON AYA,KAD-IGA-02
KAD,KAD-IGA,BIRNIN YERO,KAD-IGA-04
KAD,KAD-IGA,SABON BIRNIN DAJI,KAD-IGA-08
KAD,KAD-IGA,KWARAU,KAD-IGA-10
KAD,KAD-IGA,TURUNKU,KAD-IGA-01
KAD,KAD-IGA,IGABI,KAD-IGA-05
KAD,KAD-IGA,GADAN GAYAN,KAD-IGA-11
KAD,KAD-IGA,GWARAJI,KAD-IGA-03
KAD,KAD-IGA,RIGACHIKUN,KAD-IGA-06
KAD,KAD-IGA,AFAKA,KAD-IGA-07
KAD,KAD-IGA,RIGASA,KAD-IGA-12
KAD,KAD-NOR,HAYIN BANKI,KAD-NOR-11
KAD,KAD-NOR,KAWO,KAD-NOR-10
KAD,KAD-NOR,UNGUWAN DOSA,KAD-NOR-09
KAD,KAD-NOR,BADARAWA,KAD-NOR-08
KAD,KAD-NOR,GABASAWA,KAD-NOR-06
KAD,KAD-NOR,UNGUWAN SARKI,KAD-NOR-07
KAD,KAD-NOR,UNGWAN  SHANU,KAD-NOR-12
KAD,KAD-NOR,MAIBURJI,KAD-NOR-04
KAD,KAD-NOR,SHABA,KAD-NOR-01
KAD,KAD-NOR,KABALA COSTAIN/DOKI,KAD-NOR-05
KAD,KAD-NOR,GAJI,KAD-NOR-02
KAD,KAD-NOR,UNGUWAN LIMAN,KAD-NOR-03
KAD,KAD-SOU,BADIKKO,KAD-SOU-01
KAD,KAD-SOU,UNGUWAN SUNUSI,KAD-SOU-13
KAD,KAD-SOU,SABONGARI NORTH,KAD-SOU-06
KAD,KAD-SOU,SABONGARI SOUTH,KAD-SOU-07
KAD,KAD-SOU,TUDUNWADA WEST,KAD-SOU-12
KAD,KAD-SOU,TUDUN WADA SOUTH,KAD-SOU-11
KAD,KAD-SOU,TUDUN WADA NORTH,KAD-SOU-10
KAD,KAD-SOU,TUDUN NUPAWA,KAD-SOU-09
KAD,KAD-SOU,MAKERA,KAD-SOU-05
KAD,KAD-SOU,BARNAWA,KAD-SOU-02
KAD,KAD-SOU,KAKURI HAUSA,KAD-SOU-04
KAD,KAD-SOU,KAKURI GWARI,KAD-SOU-03
KAD,KAD-SOU,TELEVISION,KAD-SOU-08
KAD,KAD-CHI,KURIGA,KAD-CHI-06
KAD,KAD-CHI,KUNAI,KAD-CHI-05
KAD,KAD-CHI,NASARAWA,KAD-CHI-08
KAD,KAD-CHI,KAKAU,KAD-CHI-03
KAD,KAD-CHI,SABON GARI TIRKANIYA,KAD-CHI-12
KAD,KAD-CHI,UNG. YELWA,KAD-CHI-11
KAD,KAD-CHI,SABON TASHA,KAD-CHI-10
KAD,KAD-CHI,GWAGWADA,KAD-CHI-02
KAD,KAD-CHI,NARAYI,KAD-CHI-07
KAD,KAD-CHI,RIDO,KAD-CHI-09
KAD,KAD-CHI,KUJAMA,KAD-CHI-04
KAD,KAD-CHI,CHIKUN,KAD-CHI-01
KAD,KAD-KAJ,RIMAU,KAD-KAJ-08
KAD,KAD-KAJ,KALLAH,KAD-KAJ-07
KAD,KAD-KAJ,AFOGO,KAD-KAJ-05
KAD,KAD-KAJ,KUFANA,KAD-KAJ-04
KAD,KAD-KAJ,KASUWAN MAGANI,KAD-KAJ-06
KAD,KAD-KAJ,BUDA,KAD-KAJ-03
KAD,KAD-KAJ,KAJURU,KAD-KAJ-01
KAD,KAD-KAJ,TANTATU,KAD-KAJ-02
KAD,KAD-KAJ,MARO,KAD-KAJ-10
KAD,KAD-KAJ,IDON,KAD-KAJ-09
KAD,KAD-KA1,DAWAKI,KAD-KA1-03
KAD,KAD-KA1,MAKAMI,KAD-KA1-02
KAD,KAD-KA1,KAURU WEST,KAD-KA1-01
KAD,KAD-KA1,KAURU EAST,KAD-KA1-11
KAD,KAD-KA1,KWASSAM,KAD-KA1-04
KAD,KAD-KA1,BITAL,KAD-KA1-05
KAD,KAD-KA1,GESHERE,KAD-KA1-06
KAD,KAD-KA1,DAMAKASUWA,KAD-KA1-07
KAD,KAD-KA1,BADURUM SAMA,KAD-KA1-08
KAD,KAD-KA1,KAMARU,KAD-KA1-09
KAD,KAD-KA1,PARI,KAD-KA1-10
KAD,KAD-LER,YAR KASUWA,KAD-LER-02
KAD,KAD-LER,KAYARDA,KAD-LER-04
KAD,KAD-LER,DAN ALHAJI,KAD-LER-10
KAD,KAD-LER,ABADAWA,KAD-LER-09
KAD,KAD-LER,SAMINAKA,KAD-LER-07
KAD,KAD-LER,SABON BIRNIN,KAD-LER-01
KAD,KAD-LER,LERE,KAD-LER-05
KAD,KAD-LER,LAZURU,KAD-LER-08
KAD,KAD-LER,RAMIN KURA,KAD-LER-06
KAD,KAD-LER,GURE/KAHUGU,KAD-LER-11
KAD,KAD-LER,GARU,KAD-LER-03
KAD,KAD-ZAN,KAMURU IKULU NORTH,KAD-ZAN-10
KAD,KAD-ZAN,ZONZON,KAD-ZAN-02
KAD,KAD-ZAN,GORA,KAD-ZAN-01
KAD,KAD-ZAN,ZAMAN DABO,KAD-ZAN-03
KAD,KAD-ZAN,ZANGO URBAN,KAD-ZAN-11
KAD,KAD-ZAN,UNGUWAR GAIYA,KAD-ZAN-04
KAD,KAD-ZAN,ZONKWA,KAD-ZAN-05
KAD,KAD-ZAN,MADAKIYA,KAD-ZAN-06
KAD,KAD-ZAN,GIDAN JATAU,KAD-ZAN-08
KAD,KAD-ZAN,KAMANTAN,KAD-ZAN-09
KAD,KAD-ZAN,UNGUWAR RIMI,KAD-ZAN-07
KAD,KAD-KAC,DOKA,KAD-KAC-03
KAD,KAD-KAC,ANKWA,KAD-KAC-07
KAD,KAD-KAC,KACHIA URBAN,KAD-KAC-10
KAD,KAD-KAC,AGUNU,KAD-KAC-01
KAD,KAD-KAC,GUMEL,KAD-KAC-04
KAD,KAD-KAC,GIDAN TAGWAI,KAD-KAC-05
KAD,KAD-KAC,SABON SARKI,KAD-KAC-11
KAD,KAD-KAC,KURMIN MUSA,KAD-KAC-12
KAD,KAD-KAC,KWATURU,KAD-KAC-06
KAD,KAD-KAC,AWON,KAD-KAC-02
KAD,KAD-KAC,KATARI,KAD-KAC-08
KAD,KAD-KAC,BISHINI,KAD-KAC-09
KAD,KAD-KAG,ARIBI,KAD-KAG-07
KAD,KAD-KAG,KATUGAL,KAD-KAG-09
KAD,KAD-KAG,KURMIN JIBRIN,KAD-KAG-08
KAD,KAD-KAG,KUKUI,KAD-KAG-10
KAD,KAD-KAG,KUSHE,KAD-KAG-03
KAD,KAD-KAG,KAGARKO NORTH,KAD-KAG-01
KAD,KAD-KAG,KAGARKO SOUTH,KAD-KAG-02
KAD,KAD-KAG,JERE NORTH,KAD-KAG-04
KAD,KAD-KAG,JERE SOUTH,KAD-KAG-05
KAD,KAD-KAG,IDDAH,KAD-KAG-06
KAD,KAD-JAB,FAI,KAD-JAB-10
KAD,KAD-JAB,NOK,KAD-JAB-09
KAD,KAD-JAB,DURA/BITARO,KAD-JAB-06
KAD,KAD-JAB,NDUYAH,KAD-JAB-01
KAD,KAD-JAB,SAMBAM,KAD-JAB-02
KAD,KAD-JAB,FADA,KAD-JAB-03
KAD,KAD-JAB,SABCHEM,KAD-JAB-04
KAD,KAD-JAB,SABZURO,KAD-JAB-05
KAD,KAD-JAB,CHORI,KAD-JAB-08
KAD,KAD-JAB,DADDU,KAD-JAB-07
KAD,KAD-JEM,KAFANCHAN A,KAD-JEM-01
KAD,KAD-JEM,KAFANCHAN B,KAD-JEM-02
KAD,KAD-JEM,MAIGIZO A,KAD-JEM-03
KAD,KAD-JEM,TAKAU,KAD-JEM-12
KAD,KAD-JEM,KANINKON,KAD-JEM-04
KAD,KAD-JEM,ATUKU,KAD-JEM-08
KAD,KAD-JEM,GIDAN WAYA,KAD-JEM-07
KAD,KAD-JEM,GODOGODO,KAD-JEM-06
KAD,KAD-JEM,JAGINDI,KAD-JEM-05
KAD,KAD-JEM,KAGOMA,KAD-JEM-11
KAD,KAD-JEM,ASSO,KAD-JEM-09
KAD,KAD-JEM,BARDE,KAD-JEM-10
KAD,KAD-KAA,MALLAGUM,KAD-KAA-06
KAD,KAD-KAA,KPAK,KAD-KAA-03
KAD,KAD-KAA,KADARKO,KAD-KAA-05
KAD,KAD-KAA,KAURA,KAD-KAA-09
KAD,KAD-KAA,MANCHOK,KAD-KAA-07
KAD,KAD-KAA,BONDONG,KAD-KAA-08
KAD,KAD-KAA,ZANKAN,KAD-KAA-10
KAD,KAD-KAA,FADA,KAD-KAA-01
KAD,KAD-KAA,KUKUM,KAD-KAA-02
KAD,KAD-KAA,AGBAN,KAD-KAA-04
KAD,KAD-SAN,FADAN KARSHI,KAD-SAN-02
KAD,KAD-SAN,ABORO,KAD-SAN-07
KAD,KAD-SAN,BOKANA,KAD-SAN-06
KAD,KAD-SAN,AYU,KAD-SAN-03
KAD,KAD-SAN,NINZAM NORTH,KAD-SAN-04
KAD,KAD-SAN,NINZAM SOUTH,KAD-SAN-05
KAD,KAD-SAN,NINZAM WEST,KAD-SAN-08
KAD,KAD-SAN,NANDU,KAD-SAN-11
KAD,KAD-SAN,GWANTU,KAD-SAN-01
KAD,KAD-SAN,ARAK,KAD-SAN-10
KAD,KAD-SAN,WASA STATION,KAD-SAN-09
KEB,KEB-ARE,DAURA_SAKKWABE_JARKUKA,KEB-ARE-03
KEB,KEB-ARE,SARKA_DANTSOHO,KEB-ARE-10
KEB,KEB-ARE,LAIMA_JANTULLU,KEB-ARE-09
KEB,KEB-ARE,YELDU,KEB-ARE-11
KEB,KEB-ARE,BIU,KEB-ARE-01
KEB,KEB-ARE,GORUN DIKKO,KEB-ARE-06
KEB,KEB-ARE,FESKE_JAFFEJI,KEB-ARE-05
KEB,KEB-ARE,FALDE,KEB-ARE-04
KEB,KEB-ARE,KANGIWA,KEB-ARE-08
KEB,KEB-ARE,CHIBIKE,KEB-ARE-02
KEB,KEB-ARE,GUMUMDAI_RAFIN TSAKA,KEB-ARE-07
KEB,KEB-AUG,DUNDAYE_KWAIDO,KEB-AUG-08
KEB,KEB-AUG,BAGAYE_MERA,KEB-AUG-03
KEB,KEB-AUG,AUGIE NORTH,KEB-AUG-01
KEB,KEB-AUG,AUGIE SOUTH,KEB-AUG-02
KEB,KEB-AUG,YOLA,KEB-AUG-10
KEB,KEB-AUG,TIGGI_AWADE,KEB-AUG-09
KEB,KEB-AUG,BAYAWA SOUTH,KEB-AUG-05
KEB,KEB-AUG,BUBUCE,KEB-AUG-07
KEB,KEB-AUG,BIRNIN TUDU_GUDALE,KEB-AUG-06
KEB,KEB-AUG,BAYAWA NORTH,KEB-AUG-04
KEB,KEB-ARG,LAILABA/NATSINI,KEB-ARG-09
KEB,KEB-ARG,KOKANI NORTH,KEB-ARG-07
KEB,KEB-ARG,GALADIMA,KEB-ARG-04
KEB,KEB-ARG,DIKKO,KEB-ARG-02
KEB,KEB-ARG,KOKANI SOUTH,KEB-ARG-08
KEB,KEB-ARG,GWAZANGE_KISAWA_U GYAGA,KEB-ARG-06
KEB,KEB-ARG,FELANDE,KEB-ARG-03
KEB,KEB-ARG,TUNGAR ZAZZAGAWA_RUMBUKI_SARKAW,KEB-ARG-11
KEB,KEB-ARG,SAUWA_KAURAR SANI,KEB-ARG-10
KEB,KEB-ARG,GULMA,KEB-ARG-05
KEB,KEB-ARG,ALWASA_GOTOMO,KEB-ARG-01
KEB,KEB-GWA,DALIJAN,KEB-GWA-02
KEB,KEB-GWA,CHEBERU,KEB-GWA-01
KEB,KEB-GWA,KAMBAZA,KEB-GWA-07
KEB,KEB-GWA,GULMARE,KEB-GWA-04
KEB,KEB-GWA,GWANDU DANGALADIMA,KEB-GWA-06
KEB,KEB-GWA,GWANDU MARAFA,KEB-GWA-05
KEB,KEB-GWA,DODORU,KEB-GWA-03
KEB,KEB-GWA,MASAMA,KEB-GWA-10
KEB,KEB-GWA,MARUDA,KEB-GWA-09
KEB,KEB-GWA,MALISA,KEB-GWA-08
KEB,KEB-BIR,MAURIDA /KARYO/UNG. MIJIN- NAN,KEB-BIR-01
KEB,KEB-BIR,MAKERA,KEB-BIR-15
KEB,KEB-BIR,KOLA/TARASA,KEB-BIR-14
KEB,KEB-BIR,GAWASU,KEB-BIR-02
KEB,KEB-BIR,DANGALADIMA,KEB-BIR-13
KEB,KEB-BIR,MARAFA,KEB-BIR-10
KEB,KEB-BIR,NASARAWA II,KEB-BIR-12
KEB,KEB-BIR,NASARAWA I,KEB-BIR-11
KEB,KEB-BIR,GODONGAJI,KEB-BIR-09
KEB,KEB-BIR,ZAURO,KEB-BIR-03
KEB,KEB-BIR,AMBURSA,KEB-BIR-04
KEB,KEB-BIR,UJARIYO,KEB-BIR-05
KEB,KEB-BIR,LAGA,KEB-BIR-06
KEB,KEB-BIR,GULUMBE,KEB-BIR-07
KEB,KEB-BIR,KARDI/YAMAMA,KEB-BIR-08
KEB,KEB-ALI,SABIYAL,KEB-ALI-10
KEB,KEB-ALI,KASHIN ZAMA,KEB-ALI-08
KEB,KEB-ALI,ALIERO S_FADA II,KEB-ALI-04
KEB,KEB-ALI,JIGA BIRNI,KEB-ALI-06
KEB,KEB-ALI,ALIERO S_FADA I,KEB-ALI-03
KEB,KEB-ALI,RAFIN BAUNA,KEB-ALI-09
KEB,KEB-ALI,DANWARAI,KEB-ALI-05
KEB,KEB-ALI,ALIERO DANGALADIMA II,KEB-ALI-02
KEB,KEB-ALI,ALIERO DANGALADIMA I,KEB-ALI-01
KEB,KEB-ALI,JIGA MAKERA,KEB-ALI-07
KEB,KEB-JEG,DAN GAMAJI,KEB-JEG-02
KEB,KEB-JEG,GINDI/NASARAWA/KYARMI,KEB-JEG-04
KEB,KEB-JEG,DUNBEGU/BASAURA,KEB-JEG-03
KEB,KEB-JEG,JEGA FIRCHIN,KEB-JEG-06
KEB,KEB-JEG,JEGA KOKANI,KEB-JEG-07
KEB,KEB-JEG,JEGA MAGAJI 'B',KEB-JEG-08
KEB,KEB-JEG,JEGA MAGAJI 'A',KEB-JEG-09
KEB,KEB-JEG,KIIMBA,KEB-JEG-11
KEB,KEB-JEG,JANDUTSI/BIRNIN MALAM,KEB-JEG-05
KEB,KEB-JEG,KATANGA/FAGADA,KEB-JEG-10
KEB,KEB-JEG,ALELU/GEHURU,KEB-JEG-01
KEB,KEB-MAI,SAMBAWA_MAYALO,KEB-MAI-10
KEB,KEB-MAI,GUMBIN KURE,KEB-MAI-03
KEB,KEB-MAI,MUNGADI_BOTORO,KEB-MAI-09
KEB,KEB-MAI,KUBEN RIGIDIGA,KEB-MAI-06
KEB,KEB-MAI,GIWA TAZO_ZARA,KEB-MAI-02
KEB,KEB-MAI,MAIYAMA,KEB-MAI-08
KEB,KEB-MAI,SARANDOSA-GUBBA,KEB-MAI-11
KEB,KEB-MAI,KARAYE_DOGONDAJI,KEB-MAI-04
KEB,KEB-MAI,KAWARA_S_SARA_YARKAMBA,KEB-MAI-05
KEB,KEB-MAI,ANDARAI_KURUNKWU_ ZONGUN LIBA,KEB-MAI-01
KEB,KEB-MAI,LIBA_DANWA_KUKA KOGO,KEB-MAI-07
KEB,KEB-KAL,KUKA,KEB-KAL-07
KEB,KEB-KAL,NAYILWA,KEB-KAL-08
KEB,KEB-KAL,ZUGURU,KEB-KAL-10
KEB,KEB-KAL,DIGGI,KEB-KAL-03
KEB,KEB-KAL,WUROGAURI,KEB-KAL-09
KEB,KEB-KAL,MUTUBARE,KEB-KAL-06
KEB,KEB-KAL,ETENE,KEB-KAL-04
KEB,KEB-KAL,DANGOMA_GAYI,KEB-KAL-02
KEB,KEB-KAL,KALGO,KEB-KAL-05
KEB,KEB-KAL,BADARIYA_MAGARZA,KEB-KAL-01
KEB,KEB-BUN,TILLI  HILEMA,KEB-BUN-08
KEB,KEB-BUN,ZOGIRMA,KEB-BUN-10
KEB,KEB-BUN,GWADE,KEB-BUN-03
KEB,KEB-BUN,SALWAI,KEB-BUN-07
KEB,KEB-BUN,BUNZA MARAFA,KEB-BUN-01
KEB,KEB-BUN,BUNZA DANGALADIMA,KEB-BUN-02
KEB,KEB-BUN,MAIDAHINI,KEB-BUN-04
KEB,KEB-BUN,TUNGA,KEB-BUN-09
KEB,KEB-BUN,SABON BIRNI,KEB-BUN-06
KEB,KEB-BUN,RAHA,KEB-BUN-05
KEB,KEB-SUR,DANIYA_SHEMA,KEB-SUR-07
KEB,KEB-SUR,GINGA,KEB-SUR-08
KEB,KEB-SUR,DENDANE,KEB-SUR-06
KEB,KEB-SUR,SURU,KEB-SUR-11
KEB,KEB-SUR,BAKUWAI,KEB-SUR-04
KEB,KEB-SUR,BANDAN,KEB-SUR-02
KEB,KEB-SUR,GIRO,KEB-SUR-09
KEB,KEB-SUR,KWAIFA,KEB-SUR-10
KEB,KEB-SUR,DAKINGARI,KEB-SUR-05
KEB,KEB-SUR,BARBAREJO,KEB-SUR-03
KEB,KEB-SUR,ALJANNARE,KEB-SUR-01
KEB,KEB-DAN,GEZA,KEB-DAN-07
KEB,KEB-DAN,KYANGAKWAI,KEB-DAN-06
KEB,KEB-DAN,KAMBA MAIHAUSAWA,KEB-DAN-05
KEB,KEB-DAN,KAMBA _KAMBA,KEB-DAN-08
KEB,KEB-DAN,DOLEKAINA,KEB-DAN-03
KEB,KEB-DAN,KWAKKWABA,KEB-DAN-09
KEB,KEB-DAN,SHIKO,KEB-DAN-11
KEB,KEB-DAN,MAIGWAZA,KEB-DAN-10
KEB,KEB-DAN,FANA,KEB-DAN-04
KEB,KEB-DAN,BANI ZUMBU,KEB-DAN-01
KEB,KEB-DAN,BUMA,KEB-DAN-02
KEB,KEB-BAG,LOLO/GIRIS,KEB-BAG-08
KEB,KEB-BAG,ILLO/SABON/GARI/YANTALE,KEB-BAG-04
KEB,KEB-BAG,BANI/TSAMIYA/KALI,KEB-BAG-03
KEB,KEB-BAG,KAOJE/GWAMBA,KEB-BAG-05
KEB,KEB-BAG,BAHINDI/BOKI-DOMA,KEB-BAG-02
KEB,KEB-BAG,ZAGGA/KWASARA,KEB-BAG-11
KEB,KEB-BAG,SHARABI_KWANGUWAI,KEB-BAG-10
KEB,KEB-BAG,KENDE_KURGU,KEB-BAG-06
KEB,KEB-BAG,MATSINKA_GEZA,KEB-BAG-09
KEB,KEB-BAG,BAGUDO/TUGA,KEB-BAG-01
KEB,KEB-BAG,LAFAGU/GANTE,KEB-BAG-07
KEB,KEB-KOK,JADADI,KEB-KOK-05
KEB,KEB-KOK,LANI/SHIBA/MANYA TAFUKA,KEB-KOK-06
KEB,KEB-KOK,DADA/ALELU,KEB-KOK-04
KEB,KEB-KOK,ILLELA SABONGARI,KEB-KOK-02
KEB,KEB-KOK,KOKO MAGAJI,KEB-KOK-01
KEB,KEB-KOK,KOKO HIRCHIN,KEB-KOK-03
KEB,KEB-KOK,TAKWARE,KEB-KOK-08
KEB,KEB-KOK,DUSTIN MARI/DULMERU,KEB-KOK-09
KEB,KEB-KOK,BESSE,KEB-KOK-07
KEB,KEB-KOK,ZARIA/AMIRU,KEB-KOK-10
KEB,KEB-KOK,HIRINI/MADACCI,KEB-KOK-11
KEB,KEB-KOK,DAMBA/MAIKWARI/BAKOSHI,KEB-KOK-12
KEB,KEB-YAU,TONDI,KEB-YAU-04
KEB,KEB-YAU,YELWA NORTH,KEB-YAU-07
KEB,KEB-YAU,YELWA CENTRAL,KEB-YAU-05
